company,data_point,scope,report_field,page,source
Adani,Other Current Liabilities_Accrued Salary Payable,Standalone,,,Not disclosed
Adani,Other Current Liabilities_Accrued Salary Payable,Consolidated,,,Not disclosed
Adani,Other Current Liabilities_Employees Stock Options Outstanding,Standalone,,,Not disclosed
Adani,Other Current Liabilities_Employees Stock Options Outstanding,Consolidated,,,Not disclosed
Adani,Short Term Loans And Advances_Other Deposit Assets,Standalone,Security deposits,249,pipeline
Adani,Short Term Loans And Advances_Other Deposit Assets,Consolidated,Note 18 - Security and Other deposits,313,page-verified
Adani,Short Term Loans And Advances_Advances to related parties,Standalone,Loans to related parties (Refer note 50),249,pipeline
Adani,Short Term Loans And Advances_Advances to related parties,Consolidated,,,Not disclosed
Adani,Short Term Loans And Advances_Allowance for bad and doubtful loans,Standalone,Allowance for doubtful advances,249,pipeline
Adani,Short Term Loans And Advances_Allowance for bad and doubtful loans,Consolidated,Allowance for doubtful advances,314,pipeline
Adani,Other Current Assets_Advances to related parties,Standalone,,,Not disclosed
Adani,Other Current Assets_Advances to related parties,Consolidated,,,Not disclosed
Adani,Other Current Assets_Advances given suppliers,Standalone,Note 20 - Advances to suppliers (Considered good),249,page-verified
Adani,Other Current Assets_Advances given suppliers,Consolidated,,,Not disclosed
Adani,Other Current Assets_Export incentives receivables,Standalone,,,Not disclosed
Adani,Other Current Assets_Export incentives receivables,Consolidated,,,Not disclosed
Adani,Other Current Assets_Less : Doubtful Advances,Standalone,Note 20 - Allowance for doubtful advances,249,page-verified
Adani,Other Current Assets_Less : Doubtful Advances,Consolidated,Allowance for doubtful advances,346,page-verified
Adani,Authorised Equity Share Capital,Standalone,"4,85,92,00,000 (March 31, 2025 : 4,85,92,00,000) Equity Shares of ` 1/- each",250,pipeline
Adani,Authorised Equity Share Capital,Consolidated,"4,85,92,00,000 (March 31, 2025: 4,85,92,00,000) Equity Shares of ` 1/- each",314,pipeline
Adani,Equity Issued,Standalone,ISSUED CAPITAL,250,pipeline
Adani,Equity Issued,Consolidated,ISSUED CAPITAL,314,pipeline
Adani,Equity Subscribed fully paid,Standalone,Note 20(e) - Issued equity share capital (Rs crore),315,page-verified
Adani,Equity Subscribed fully paid,Consolidated,Note 20(e) - Issued equity share capital,315,page-verified
Adani,Equity Forfeited,Standalone,,,Not disclosed
Adani,Equity Forfeited,Consolidated,,,Not disclosed
Adani,Equity Paid Up,Standalone,Equity Share Capital,250,pipeline
Adani,Equity Paid Up,Consolidated,SUBSCRIBED AND PAID UP CAPITAL,314,pipeline
Adani,Face Value of Share (in Rs),Standalone,Equity shares of Rs 1 each,315,page-verified
Adani,Face Value of Share (in Rs),Consolidated,Equity shares of Rs 1 each,315,page-verified
Adani,No Of Authorised Equity Shares,Standalone,"4,85,92,00,000 (March 31, 2025 : 4,85,92,00,000) Equity Shares of ` 1/- each",250,pipeline
Adani,No Of Authorised Equity Shares,Consolidated,"4,85,92,00,000 (March 31, 2025: 4,85,92,00,000) Equity Shares of ` 1/- each",314,pipeline
Adani,No Of Issued Equity Shares,Standalone,ISSUED CAPITAL,250,pipeline
Adani,No Of Issued Equity Shares,Consolidated,ISSUED CAPITAL,314,pipeline
Adani,No Of Subscribed Equity Shares Fully Paid,Standalone,Note 20 - Subscribed and Paid-up (no. of shares),315,page-verified
Adani,No Of Subscribed Equity Shares Fully Paid,Consolidated,Note 20 - Subscribed and Paid-up,315,page-verified
Adani,No Of Paid up Equity Shares,Standalone,"1,29,26,82,416 (March 31, 2025: 1,15,41,80,729) Equity Shares of ` 1/- each fully paid up",250,pipeline
Adani,No Of Paid up Equity Shares,Consolidated,"1,29,26,82,416 (March 31, 2025: 1,15,41,80,729) Equity Shares of ` 1/- each fully paid up",314,pipeline
Adani,Number of shares outstanding at beginning of period,Standalone,At the beginning of the year,250,pipeline
Adani,Number of shares outstanding at beginning of period,Consolidated,At the beginning of the year,314,pipeline
Adani,No Of Shares Increase Towards Stock Split,Standalone,,,Not disclosed
Adani,No Of Shares Increase Towards Stock Split,Consolidated,,,Not disclosed
Adani,No Of Shares bought back or treasury shares,Standalone,,,Not disclosed
Adani,No Of Shares bought back or treasury shares,Consolidated,,,Not disclosed
Adani,Equity attributable to the equity holders of the parent,Consolidated,Equity attributable to owners of the Parent Company,283,pipeline
Adani,Share Depreciation Joint ventures,Consolidated,,,Not disclosed
Adani,Total Power & Fuel Expenses,Standalone,,,Not disclosed
Adani,Total Power & Fuel Expenses,Consolidated,Power & Fuel Expenses,327,pipeline
Adani,Consumption Of Stores And Spare Parts,Standalone,,,Not disclosed
Adani,Consumption Of Stores And Spare Parts,Consolidated,,,Not disclosed
Adani,Brokerage/Commission To Agents,Standalone,,,Not disclosed
Adani,Brokerage/Commission To Agents,Consolidated,,,Not disclosed
Adani,Carriage Outwards,Standalone,,,Not disclosed
Adani,Carriage Outwards,Consolidated,,,Not disclosed
Adani,Legal & Professional Charges,Standalone,,,Not disclosed
Adani,Legal & Professional Charges,Consolidated,Legal and Professional Fees,327,pipeline
Adani,Payments To Auditor,Standalone,Payment to Auditors,255,pipeline
Adani,Payments To Auditor,Consolidated,Payment to Auditors,327,pipeline
Adani,Payment for reimbursement of expenses,Standalone,,,Not disclosed
Adani,Payment for reimbursement of expenses,Consolidated,,,Not disclosed
Adani,Donations Subscriptions,Standalone,,,Not disclosed
Adani,Donations Subscriptions,Consolidated,,,Not disclosed
Adani,CSR Expenditure,Standalone,Corporate Social Responsibility Expenses (Refer note 55),255,pipeline
Adani,CSR Expenditure,Consolidated,Corporate Social Responsibility Expenses,327,pipeline
Adani,Impairment loss on financial assets loans and advances,Standalone,,,Not disclosed
Adani,Impairment loss on financial assets loans and advances,Consolidated,,,Not disclosed
Adani,Provision Bad Doubtful Loans Advances,Standalone,Allowances for Credit Loss / Doubtful advances,255,pipeline
Adani,Provision Bad Doubtful Loans Advances,Consolidated,Note 41 - Allowances for Credit Loss / Doubtful advances,327,page-verified
Adani,Bad Debts Advances Written Off,Standalone,"Bad debts, Loans and Advances Written off",255,pipeline
Adani,Bad Debts Advances Written Off,Consolidated,"Note 41 - Bad debts, Exploration costs, Loans and Advances Written off",327,page-verified
Adani,Interest Expense Borrowings,Standalone,,,Not disclosed
Adani,Interest Expense Borrowings,Consolidated,,,Not disclosed
Adani,"Total Changes In Inventories Of Finished Goods, Work-In-Progress And Stock-In-Trade",Standalone,Changes in Inventories of Stock-in-Trade,230,pipeline
Adani,"Total Changes In Inventories Of Finished Goods, Work-In-Progress And Stock-In-Trade",Consolidated,"Changes in Inventories of Finished Goods, Work In Progress and Stock-in-Trade",283,pipeline
Adani,Deferred Tax Assets (Net)_Deferred tax liabilities_Accumulated Depreciation,Standalone,"Property, Plant & Equipment, Right-of-Use Assets and Intangible Assets",246,pipeline
Adani,Deferred Tax Assets (Net)_Deferred tax liabilities_Accumulated Depreciation,Consolidated,"Property, Plant & Equipment, Right-of-Use Assets and Intangible Assets",310,pipeline
Adani,Deferred Tax Liability (Net)_Deferred Tax Assets_Leave Encashment,Standalone,Employee Benefits Liability,246,pipeline
Adani,Deferred Tax Liability (Net)_Deferred Tax Assets_Leave Encashment,Consolidated,Employee Benefits Liability,310,pipeline
